,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
253,580,1987-07-17,Jaws: The Revenge,Jaws: The Revenge,Jaws Collection,2366,529276.0
254,17692,1983-07-22,Jaws 3-D,Jaws 3-D,Jaws Collection,2366,1173339.0
255,10351,1997-09-19,Wishmaster,Wishmaster,Wishmaster Collection,135489,456959.0
256,38157,2002-06-10,Wishmaster 4: The Prophecy Fulfilled,Wishmaster 4: The Prophecy Fulfilled,Wishmaster Collection,135489,12256912.0
257,28635,2001-10-23,Wishmaster 3: Beyond the Gates of Hell,Wishmaster 3: Beyond the Gates of Hell,Wishmaster Collection,135489,12256764.0
258,12594,1999-03-12,Wishmaster 2: Evil Never Dies,Wishmaster 2: Evil Never Dies,Wishmaster Collection,135489,12256535.0
259,16774,2006-10-28,Hellboy Animated: Sword of Storms,Hellboy Animated: Sword of Storms,Hellboy (Animated) Collection,123203,5837972.0
260,13204,2007-03-10,Hellboy Animated: Blood and Iron,Hellboy Animated: Blood and Iron,Hellboy (Animated) Collection,123203,5838045.0
261,154207,2007-06-12,Hellboy Animated: Iron Shoes,Hellboy Animated: Iron Shoes,Hellboy (Animated) Collection,123203,5838045.0
262,789978,2010-09-08,Hellboy Animated: The Dark Below,Hellboy Animated: The Dark Below,Hellboy (Animated) Collection,123203,6125565.0
263,244,1933-03-15,King Kong,King Kong,King Kong (1933) Collection,135495,16782.0
264,43149,1933-12-22,The Son of Kong,The Son of Kong,King Kong (1933) Collection,135495,1713779.0
265,329,1993-06-11,Jurassic Park,Jurassic Park,Jurassic Park Collection,328,11056991.0
266,330,1997-05-23,The Lost World: Jurassic Park,The Lost World: Jurassic Park,Jurassic Park Collection,328,666923.0
267,331,2001-07-18,Jurassic Park III,Jurassic Park III,Jurassic Park Collection,328,473273.0
268,135397,2015-06-06,Jurassic World,Jurassic World,Jurassic Park Collection,328,2615708.0
269,351286,2018-06-06,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,Jurassic Park Collection,328,47068041.0
270,507086,2022-06-01,Jurassic World Dominion,Jurassic World Dominion,Jurassic Park Collection,328,56654601.0
271,1234821,2025-07-02,Jurassic World Rebirth,Jurassic World Rebirth,Jurassic Park Collection,328,75884495.0
272,11691,1991-01-17,Go Trabi Go,Go Trabi Go,Go Trabi Go Collection,237897,24970545.0
273,11168,1992-08-20,Go Trabi Go 2 - Das war der wilde Osten,Go Trabi Go 2: Those Were the Days of the Wild East,Go Trabi Go Collection,237897,1764276.0
274,10730,1976-09-08,King Kong,King Kong,King Kong (1976) Collection,135498,518615.0
275,31947,1986-12-16,King Kong Lives,King Kong Lives,King Kong (1976) Collection,135498,3033155.0
276,2605,1986-05-09,Short Circuit,Short Circuit,Short Circuit Collection,86347,736266.0
277,11966,1988-07-06,Short Circuit 2,Short Circuit 2,Short Circuit Collection,86347,1311098.0
278,11815,1958-07-16,The Fly,The Fly,The Fly Collection,123213,553101.0
279,38126,1959-07-01,Return of the Fly,Return of the Fly,The Fly Collection,123213,3653578.0
280,38125,1965-05-01,Curse of the Fly,Curse of the Fly,The Fly Collection,123213,3509709.0
281,9838,1985-11-22,King Solomon's Mines,King Solomon's Mines,Allan Quatermain Collection,135502,10862322.0
282,9710,1986-12-17,Allan Quatermain and the Lost City of Gold,Allan Quatermain and the Lost City of Gold,Allan Quatermain Collection,135502,985537.0
283,28751,1992-01-29,976-EVIL II,976-EVIL II,976-EVIL Collection,135501,21286292.0
284,24038,1988-12-09,976-EVIL,976-EVIL,976-EVIL Collection,135501,7677968.0
285,12230,1961-01-25,One Hundred and One Dalmatians,One Hundred and One Dalmatians,101 Dalmatians (Animated) Collection,100693,179860.0
286,13654,2003-03-02,101 Dalmatians II: Patch's London Adventure,101 Dalmatians II: Patch's London Adventure,101 Dalmatians (Animated) Collection,100693,1730084.0
287,62,1968-04-02,2001: A Space Odyssey,2001: A Space Odyssey,The Space Odyssey Series,4438,23941708.0
288,4437,1984-12-06,2010,2010,The Space Odyssey Series,4438,1195560.0
289,1924,1978-12-14,Superman,Superman,Superman Collection,8537,362719.0
290,9531,1983-06-17,Superman III,Superman III,Superman Collection,8537,1059701.0
291,8536,1980-12-12,Superman II,Superman II,Superman Collection,8537,1059280.0
292,1452,2006-06-28,Superman Returns,Superman Returns,Superman Collection,8537,1082656.0
293,11411,1987-07-24,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,Superman Collection,8537,407628.0
294,25188,1971-10-03,The Last Picture Show,The Last Picture Show,The Last Picture Show and Texasville,751961,74868.0
295,82545,1990-09-28,Texasville,Texasville,The Last Picture Show and Texasville,751961,5593097.0
296,214395,1949-04-19,The Lost Tribe,The Lost Tribe,Jungle Jim Collection,661850,40427199.0
297,98180,1948-12-15,Jungle Jim,Jungle Jim,Jungle Jim Collection,661850,20192250.0
298,214406,1950-01-12,Mark of the Gorilla,Mark of the Gorilla,Jungle Jim Collection,661850,49668964.0
299,132612,1950-07-01,Captive Girl,Captive Girl,Jungle Jim Collection,661850,49669037.0
300,184965,1950-11-22,Pygmy Island,Pygmy Island,Jungle Jim Collection,661850,49669065.0
301,115702,1951-02-26,Fury of the Congo,Fury of the Congo,Jungle Jim Collection,661850,40501352.0
302,115454,1951-10-04,Jungle Manhunt,Jungle Manhunt,Jungle Jim Collection,661850,12419901.0
303,115824,1952-03-17,Jungle Jim in the Forbidden Land,Jungle Jim in the Forbidden Land,Jungle Jim Collection,661850,9743496.0
304,220504,1952-11-15,Voodoo Tiger,Voodoo Tiger,Jungle Jim Collection,661850,40501707.0
305,242073,1953-02-03,Savage Mutiny,Savage Mutiny,Jungle Jim Collection,661850,49668838.0
306,133716,1953-07-29,Valley of Head Hunters,Valley of Head Hunters,Jungle Jim Collection,661850,49669269.0
307,149957,1954-06-01,Jungle Man-Eaters,Jungle Man-Eaters,Jungle Jim Collection,661850,49668799.0
308,220511,1955-04-08,Jungle Moon Men,Jungle Moon Men,Jungle Jim Collection,661850,40400057.0
309,116162,1953-12-15,Killer Ape,Killer Ape,Jungle Jim Collection,661850,40512719.0
310,220510,1954-11-01,Cannibal Attack,Cannibal Attack,Jungle Jim Collection,661850,40417070.0
311,337801,1955-10-01,Devil Goddess,Devil Goddess,Jungle Jim Collection,661850,40389243.0
312,10973,1954-03-05,Creature from the Black Lagoon,Creature from the Black Lagoon,Creature From The Black Lagoon Collection,221537,72317.0
313,40761,1955-05-13,Revenge of the Creature,Revenge of the Creature,Creature From The Black Lagoon Collection,221537,3771410.0
314,39408,1956-04-26,The Creature Walks Among Us,The Creature Walks Among Us,Creature From The Black Lagoon Collection,221537,3815462.0
315,40220,1980-11-07,The Boogey Man,The Boogey Man,The Boogey Man Collection,715105,11558238.0
316,54127,1983-08-24,Boogeyman II,Boogeyman II,The Boogey Man Collection,715105,28645660.0
317,201252,1994-05-05,Return of the Boogeyman,Return of the Boogeyman,The Boogey Man Collection,715105,32501058.0
318,138,1931-02-12,Dracula,Dracula,Dracula (Universal) Collection,221539,1046559.0
319,22440,1936-05-11,Dracula's Daughter,Dracula's Daughter,Dracula (Universal) Collection,221539,2055366.0
320,32023,1943-11-05,Son of Dracula,Son of Dracula,Dracula (Universal) Collection,221539,3303044.0
321,30793,1945-12-07,House of Dracula,House of Dracula,Dracula (Universal) Collection,221539,3303351.0
322,45964,1979-09-28,When a Stranger Calls,When a Stranger Calls,When a Stranger Calls Collection,276838,2010489.0
323,30554,1993-04-04,When a Stranger Calls Back,When a Stranger Calls Back,When a Stranger Calls Collection,276838,4133698.0
324,15849,1932-12-22,The Mummy,The Mummy,The Mummy (Universal) Collection,221544,253833.0
325,31498,1940-09-20,The Mummy's Hand,The Mummy's Hand,The Mummy (Universal) Collection,221544,3489518.0
326,29239,1942-10-23,The Mummy's Tomb,The Mummy's Tomb,The Mummy (Universal) Collection,221544,3494241.0
327,29243,1944-07-07,The Mummy's Ghost,The Mummy's Ghost,The Mummy (Universal) Collection,221544,3504034.0
328,29242,1944-12-22,The Mummy's Curse,The Mummy's Curse,The Mummy (Universal) Collection,221544,3523874.0
329,26661,1955-06-23,Abbott and Costello Meet the Mummy,Abbott and Costello Meet the Mummy,The Mummy (Universal) Collection,221544,3550357.0
330,10068,1986-02-09,Nine 1/2 Weeks,Nine 1/2 Weeks,9½ Weeks Collection,121195,1896864.0
331,18167,1997-06-12,Another 9 1/2 Weeks,Another 9 1/2 Weeks,9½ Weeks Collection,121195,1896864.0
332,74023,1998-11-03,The First 9½ Weeks,The First 9½ Weeks,9½ Weeks Collection,121195,27366970.0
333,38273,1943-12-17,Calling Dr. Death,Calling Dr. Death,Inner Sanctum Mysteries Collection,1005941,9803131.0
334,64078,1945-06-01,The Frozen Ghost,The Frozen Ghost,Inner Sanctum Mysteries Collection,1005941,9618696.0
335,64075,1944-11-10,Dead Man's Eyes,Dead Man's Eyes,Inner Sanctum Mysteries Collection,1005941,9811946.0
336,64076,1944-03-01,Weird Woman,Weird Woman,Inner Sanctum Mysteries Collection,1005941,9811711.0
337,64077,1945-12-14,Pillow of Death,Pillow of Death,Inner Sanctum Mysteries Collection,1005941,9802830.0
338,29241,1945-10-05,Strange Confession,Strange Confession,Inner Sanctum Mysteries Collection,1005941,9803242.0
339,10606,1984-10-05,The Philadelphia Experiment,The Philadelphia Experiment,The Philadelphia Experiment Collection,145784,666026.0
340,35610,1993-11-12,Philadelphia Experiment II,Philadelphia Experiment II,The Philadelphia Experiment Collection,145784,21432813.0
341,26515,1988-06-09,Pumpkinhead,Pumpkinhead,Pumpkinhead Collection,123256,596701.0
342,35979,2007-02-05,Pumpkinhead: Blood Feud,Pumpkinhead: Blood Feud,Pumpkinhead Collection,123256,5113430.0
343,35977,1995-10-20,Pumpkinhead II: Blood Wings,Pumpkinhead II: Blood Wings,Pumpkinhead Collection,123256,3945952.0
344,35978,2006-10-28,Pumpkinhead: Ashes to Ashes,Pumpkinhead: Ashes to Ashes,Pumpkinhead Collection,123256,5113356.0
345,161791,1962-12-20,La Gran Familia,La Gran Familia,The Big Family Collection,792952,13542692.0
346,201003,1965-09-10,La Familia Y Uno Más,The Family and One More,The Big Family Collection,792952,4951576.0
347,195656,1979-12-14,"La familia bien, gracias","La familia bien, gracias",The Big Family Collection,792952,13542692.0
348,319217,1999-12-25,La familia... 30 años después,La familia... 30 años después,The Big Family Collection,792952,13542692.0
349,9316,2003-01-21,องค์บาก,Ong-Bak,Ong Bak Collection,94589,878005.0
350,16353,2008-12-04,องค์บาก 2,Ong Bak 2,Ong Bak Collection,94589,4916683.0
351,43209,2010-05-05,องค์บาก 3,Ong Bak 3,Ong Bak Collection,94589,20762905.0
352,9013,1988-07-20,Midnight Run,Midnight Run,Midnight Run Collection,633215,1122030.0
353,202620,1994-02-05,Another Midnight Run,Another Midnight Run,Midnight Run Collection,633215,5817325.0
354,529000,1994-03-20,Midnight Runaround,Midnight Runaround,Midnight Run Collection,633215,5817147.0
355,437066,1994-07-14,Midnight Run for Your Life,Midnight Run for Your Life,Midnight Run Collection,633215,5812638.0
356,9749,1985-05-31,Fletch,Fletch,Fletch Collection,104833,2484540.0
357,14628,1989-03-17,Fletch Lives,Fletch Lives,Fletch Collection,104833,5652838.0
358,147683,1978-02-12,"Profetul, aurul și ardelenii","The Prophet, the Gold, and the Transylvanians",Transylvanians Trilogy,620931,6273971.0
359,144089,1978-12-22,"Artista, dolarii și ardelenii","The Actress, the Dollars and the Transylvanians",Transylvanians Trilogy,620931,697526.0
360,147692,1981-01-12,"Pruncul, petrolul şi ardelenii","The Oil, the Baby and the Transylvanians",Transylvanians Trilogy,620931,1476430.0
361,1885,1984-06-22,The Karate Kid,The Karate Kid,The Karate Kid Collection,8580,91133.0
362,8856,1986-06-18,The Karate Kid Part II,The Karate Kid Part II,The Karate Kid Collection,8580,1107088.0
363,10495,1989-06-16,The Karate Kid Part III,The Karate Kid Part III,The Karate Kid Collection,8580,2353104.0
364,11231,1994-07-18,The Next Karate Kid,The Next Karate Kid,The Karate Kid Collection,8580,657809.0
365,1011477,2025-05-28,Karate Kid: Legends,Karate Kid: Legends,The Karate Kid Collection,8580,71774699.0
366,377,1984-10-31,A Nightmare on Elm Street,A Nightmare on Elm Street,A Nightmare on Elm Street Collection,8581,3028191.0
367,10014,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Collection,8581,31658692.0
368,10072,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street Collection,8581,3037946.0
369,10131,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street Collection,8581,3038038.0
370,10160,1989-08-11,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street Collection,8581,3038054.0
371,11284,1991-09-05,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,A Nightmare on Elm Street Collection,8581,2933385.0
372,11596,1994-10-13,New Nightmare,New Nightmare,A Nightmare on Elm Street Collection,8581,347235.0
373,1642,1995-07-28,The Net,The Net,The Net Collection,328073,306195.0
374,9834,2006-02-15,The Net 2.0,The Net 2.0,The Net Collection,328073,11327665.0
375,953,2005-05-25,Madagascar,Madagascar,Madagascar Collection,14740,17901688.0
376,10527,2008-10-30,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,Madagascar Collection,14740,3858746.0
377,80321,2012-06-06,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,Madagascar Collection,14740,21153376.0
378,27398,1968-07-29,La marca del Hombre Lobo,Frankenstein's Bloody Terror,Daninsky Werewolf Collection,844181,74515551.0
379,3216,1970-02-24,Los monstruos del terror,Assignment Terror,Daninsky Werewolf Collection,844181,7276177.0
380,28403,1971-05-17,La noche de Walpurgis,The Werewolf Versus the Vampire Woman,Daninsky Werewolf Collection,844181,7818642.0
381,28406,1972-02-07,La furia del Hombre Lobo,The Fury of the Wolf Man,Daninsky Werewolf Collection,844181,419750.0
382,115423,1972-05-06,Doctor Jekyll y el Hombre Lobo,Dr. Jekyll vs. the Werewolf,Daninsky Werewolf Collection,844181,7276753.0
383,40347,1973-10-30,El retorno de Walpurgis,Curse of the Devil,Daninsky Werewolf Collection,844181,7277111.0
384,54112,1975-01-09,La maldición de la bestia,Night of the Howling Beast,Daninsky Werewolf Collection,844181,1712037.0
385,29906,1981-04-08,El retorno del Hombre Lobo,Night of the Werewolf,Daninsky Werewolf Collection,844181,471370.0
386,29909,1983-11-25,La bestia y la espada mágica,The Beast and the Magic Sword,Daninsky Werewolf Collection,844181,7277772.0
387,208917,1988-01-01,El aullido del diablo,Howl of the Devil,Daninsky Werewolf Collection,844181,200462.0
388,208916,1996-06-17,Licántropo: El asesino de la luna llena,Lycantropus: The Moonlight Murders,Daninsky Werewolf Collection,844181,1813799.0
389,27483,2004-06-08,Tomb of the Werewolf,Tomb of the Werewolf,Daninsky Werewolf Collection,844181,7278140.0
390,36808,1984-09-07,Hollywood Hot Tubs,Hollywood Hot Tubs,Hollywood Hot Tubs Collection,1161620,34289848.0
391,149107,1990-03-01,Hollywood Hot Tubs 2: Educating Crystal,Hollywood Hot Tubs 2: Educating Crystal,Hollywood Hot Tubs Collection,1161620,61900948.0
392,86343,1966-04-06,The Ghost in the Invisible Bikini,The Ghost in the Invisible Bikini,Beach Party Collection,338327,4391376.0
393,26879,1965-07-14,How to Stuff a Wild Bikini,How to Stuff a Wild Bikini,Beach Party Collection,338327,3020167.0
394,26483,1965-04-14,Beach Blanket Bingo,Beach Blanket Bingo,Beach Party Collection,338327,4007440.0
395,53617,1964-11-11,Pajama Party,Pajama Party,Beach Party Collection,338327,4588632.0
396,39113,1964-07-22,Bikini Beach,Bikini Beach,Beach Party Collection,338327,38271543.0
397,27376,1964-03-25,Muscle Beach Party,Muscle Beach Party,Beach Party Collection,338327,4389723.0
398,26484,1963-08-07,Beach Party,Beach Party,Beach Party Collection,338327,2920404.0
399,217497,1968-12-17,Kampf um Rom – 1. Teil,The Fight for Rome,Kampf um Rom Collection,217499,99025.0
400,471103,1969-02-21,Kampf um Rom II - Der Verrat,The Fight for Rome II - The Betrayal,Kampf um Rom Collection,217499,43507.0
401,25998,1988-12-01,黑太陽731,Men Behind the Sun,Unit 731,633245,794371.0
402,36238,1992-07-10,黑太陽731續集之殺人工廠,Man Behind the Sun 2: Laboratory of the Devil,Unit 731,633245,794371.0
403,51007,1995-07-07,黑太陽：南京大屠殺,Black Sun: The Nanking Massacre,Unit 731,633245,11488471.0
404,117498,1994-10-23,黑太陽731完結篇之死亡列車,Men Behind the Sun 3: A Narrow Escape,Unit 731,633245,794371.0
405,12289,2008-07-10,赤壁,Red Cliff,Red Cliff Collection,96677,5414895.0
406,15384,2009-01-07,赤壁：決戰天下,Red Cliff II,Red Cliff Collection,96677,5414895.0
407,27318,1997-11-18,Jack Frost,Jack Frost,Jack Frost Collection,203178,3747529.0
408,27320,2000-11-21,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost Collection,203178,4272659.0
409,59573,1987-09-03,Il ragazzo dal kimono d'oro,Karate Warrior,Karate Warrior Collection,192962,51273911.0
410,28603,1988-09-22,Il ragazzo dal kimono d'oro 2,Karate Warrior 2,Karate Warrior Collection,192962,51273911.0
411,175050,1991-06-01,Il ragazzo dal kimono d'oro 3,Karate Warrior 3,Karate Warrior Collection,192962,51273911.0
412,192963,1992-02-06,Karate Warrior 4,Karate Warrior 4,Karate Warrior Collection,192962,51273911.0
413,192965,1992-02-08,Karate Warrior 5,Karate Warrior 5,Karate Warrior Collection,192962,51273911.0
414,78168,1993-12-01,Il ragazzo dal kimono d'oro 6,Karate Warrior 6,Karate Warrior Collection,192962,51273911.0
415,8460,2002-04-09,The Skulls II,The Skulls II,The Skulls Collection,8647,1066956.0
416,10594,2004-03-23,The Skulls III,The Skulls III,The Skulls Collection,8647,1066956.0
417,11478,2000-03-31,The Skulls,The Skulls,The Skulls Collection,8647,1066956.0
418,21394,1986-12-06,Alla vi barn i Bullerbyn,The Children of Noisy Village,Children of Bullerby Collection,610785,13729100.0
419,26111,1987-09-05,Mer om oss barn i Bullerbyn,More About the Children of Noisy Village,Children of Bullerby Collection,610785,25011659.0
420,39283,1993-05-21,Carnosaur,Carnosaur,Carnosaur Collection,256484,4894893.0
421,65460,1995-02-23,Carnosaur 2,Carnosaur 2,Carnosaur Collection,256484,6980481.0
